Circular 	Gene
hsa_circ_0086740	UBAP2
hsa_circ_0086890	TLN1
hsa_circ_0040743	C16orf74
hsa_circ_0034432	THBS1
hsa_circ_0091994	FLNA
hsa_circ_0016372	INTS7
hsa_circ_0053495	BIRC6
hsa_circ_0007855	FRMD4A
hsa_circ_0054956	VPS54
hsa_circ_0046447	TBCD
hsa_circ_0008181	TXNRD3
hsa_circ_0074933	SLIT3
hsa_circ_0055625	DUSP2
hsa_circ_0068590	TNK2
hsa_circ_0073753	PRRC1
hsa_circ_0007246	TLK2
hsa_circ_0004397	HACE1
hsa_circ_0002914	LPIN1
hsa_circ_0060478	TTPAL
hsa_circ_0043822	PTRF
hsa_circ_0038262	SMG1
hsa_circ_0008543	ZNF736
hsa_circ_0033590	BTBD6
hsa_circ_0007298	FANCC
hsa_circ_0014738	MEF2D
hsa_circ_0020201	SEC23IP
hsa_circ_0025729	PPFIBP1
hsa_circ_0063890	TUBGCP6
hsa_circ_0091071	PHKA1
hsa_circ_0036590	LOC648809
hsa_circ_0038618	NDUFAB1
hsa_circ_0057371	COL3A1
hsa_circ_0010991	LIN28A
hsa_circ_0024353	APOC3
hsa_circ_0025311	PHB2
hsa_circ_0031536	HEATR5A
hsa_circ_0040811	BANP
hsa_circ_0084604	ASPH
hsa_circ_0061854	PKNOX1
hsa_circ_0081051	CCDC132
hsa_circ_0068744	LRCH3
hsa_circ_0059460	TASP1
hsa_circ_0058695	DIS3L2
hsa_circ_0069195	WDR1
hsa_circ_0068910	POLN
hsa_circ_0071532	CASP3
hsa_circ_0062095	PCNT
hsa_circ_0048352	DOT1L
hsa_circ_0047581	HAUS1
hsa_circ_0041906	SENP3-EIF4A1
hsa_circ_0021972	SLC39A13
hsa_circ_0035078	SPG11
hsa_circ_0030578	ABCC4
hsa_circ_0044377	UBE2Z
hsa_circ_0052645	ROCK2
hsa_circ_0010272	UBR4
hsa_circ_0009142	CAP1
hsa_circ_0088268	ASTN2
hsa_circ_0036663	NTRK3
hsa_circ_0013705	PTGFRN
hsa_circ_0024705	UBASH3B
hsa_circ_0046368	FASN
hsa_circ_0048408	SPPL2B
hsa_circ_0068618	TFRC
hsa_circ_0006499	GIN1
hsa_circ_0019698	GBF1
hsa_circ_0036584	BTBD1
hsa_circ_0077948	FAM54A
hsa_circ_0069721	DCUN1D4
hsa_circ_0044850	CLTC
hsa_circ_0026509	EIF4B
hsa_circ_0070171	FRAS1
hsa_circ_0078326	SYNE1
hsa_circ_0007946	TTLL5
hsa_circ_0014587	ASH1L
hsa_circ_0086427	ADAMTSL1
hsa_circ_0057854	NBEAL1
hsa_circ_0006936	PCMT1
hsa_circ_0086211	TCONS_l2_00029172
hsa_circ_0047253	LAMA3
hsa_circ_0012704	USP24
hsa_circ_0086781	FANCG
hsa_circ_0008081	CORO1C
hsa_circ_0009149	MIB1
hsa_circ_0086278	KIAA1432
hsa_circ_0049418	DOCK6
hsa_circ_0081000	CYP51A1
hsa_circ_0066066	STAB1
hsa_circ_0040805	SLC7A5
hsa_circ_0010409	TMCO4
hsa_circ_0042490	WSB1
hsa_circ_0076409	KIAA0240
hsa_circ_0024231	ATM
hsa_circ_0092235	USP9Y
hsa_circ_0079510	SNX13
hsa_circ_0079365	DAGLB
hsa_circ_0007514	RASA3
hsa_circ_0087203	GDA
hsa_circ_0042184	CENPV
hsa_circ_0074513	PDGFRB
hsa_circ_0043929	RPL27
hsa_circ_0053786	BIRC6
hsa_circ_0078048	GPR126
hsa_circ_0038632	PLK1
hsa_circ_0068963	HTT
hsa_circ_0065867	HEMK1
hsa_circ_0051080	AKT2
hsa_circ_0015760	ASPM
hsa_circ_0086006	None
hsa_circ_0042371	SLC47A1
hsa_circ_0045863	TNRC6C
hsa_circ_0012257	GPBP1L1
hsa_circ_0002298	SEC23IP
hsa_circ_0088242	PAPPA
hsa_circ_0078164	STXBP5
hsa_circ_0040013	CIRH1A
hsa_circ_0035798	HERC1
hsa_circ_0018783	ECD
hsa_circ_0024189	NPAT
hsa_circ_0070083	CNOT6L
hsa_circ_0058289	ZNF142
hsa_circ_0058211	ARPC2
hsa_circ_0018027	YME1L1
hsa_circ_0036991	CHD2
hsa_circ_0036316	COX5A
hsa_circ_0017642	SFMBT2
hsa_circ_0073932	VDAC1
hsa_circ_0041959	LSMD1
hsa_circ_0019041	FAM35A
hsa_circ_0032944	C14orf159
hsa_circ_0057924	EEF1B2
hsa_circ_0054512	PPP1R21
hsa_circ_0033530	TDRD9
hsa_circ_0073536	PJA2
hsa_circ_0039183	ZNF267
hsa_circ_0016820	NUP133
hsa_circ_0068477	RFC4
hsa_circ_0030494	MYCBP2
hsa_circ_0069145	AFAP1
hsa_circ_0066895	GSK3B
hsa_circ_0060182	DLGAP4
hsa_circ_0055018	APLF
hsa_circ_0019446	ABCC2
hsa_circ_0002490	FCHO2
hsa_circ_0032530	ZNF410
hsa_circ_0065972	RPL29
hsa_circ_0044592	MYCBPAP
hsa_circ_0020230	WDR11
hsa_circ_0018707	PSAP
hsa_circ_0050750	CAPNS1
hsa_circ_0042522	NLK
hsa_circ_0016353	RCOR3
hsa_circ_0054373	LRPPRC
hsa_circ_0015745	CDC73
hsa_circ_0035271	AP4E1
hsa_circ_0019378	PI4K2A
hsa_circ_0008584	PTPRM
hsa_circ_0012724	OMA1
hsa_circ_0014132	PIP5K1A
hsa_circ_0021487	NAV2
hsa_circ_0043394	CACNB1
hsa_circ_0041589	ARRB2
hsa_circ_0072907	MAP1B
hsa_circ_0028583	MED13L
hsa_circ_0037158	AXIN1
hsa_circ_0055534	KDM3A
hsa_circ_0079272	ACTB
hsa_circ_0070576	GSTCD
hsa_circ_0077564	SNX3
hsa_circ_0021802	EXT2
hsa_circ_0060979	RAB22A
hsa_circ_0035761	HERC1
hsa_circ_0082909	CDK5
hsa_circ_0045008	TBX2
hsa_circ_0002543	GPR107
hsa_circ_0076313	TOMM6
hsa_circ_0075362	CNOT6
hsa_circ_0072518	MAP3K1
hsa_circ_0064746	UBP1
hsa_circ_0006962	WDR26
hsa_circ_0014100	GABPB2
hsa_circ_0028790	GCN1L1
hsa_circ_0036898	UNC45A
hsa_circ_0058245	VIL1
hsa_circ_0083746	DPYSL2
hsa_circ_0013070	DDAH1
hsa_circ_0018892	AP3M1
hsa_circ_0088757	GOLGA2
hsa_circ_0083674	ENTPD4
hsa_circ_0071575	UFSP2
hsa_circ_0028047	PRDM4
hsa_circ_0073328	GPR98
hsa_circ_0020336	ZRANB1
hsa_circ_0031318	PCK2
hsa_circ_0001841	None
hsa_circ_0026678	ATF7
hsa_circ_0039225	GPT2
hsa_circ_0028154	GIT2
hsa_circ_0015822	KIF14
hsa_circ_0073145	PAPD4
hsa_circ_0065051	ZDHHC3
hsa_circ_0081600	EMID2
hsa_circ_0050229	MAU2
hsa_circ_0030263	RCBTB1
hsa_circ_0025110	VWF
hsa_circ_0062450	TOP3B
hsa_circ_0011435	YARS
hsa_circ_0078187	STXBP5
hsa_circ_0013512	WDR77
hsa_circ_0042336	SHMT1
hsa_circ_0036426	HMG20A
hsa_circ_0042761	TAOK1
hsa_circ_0018280	ZFAND4
hsa_circ_0079669	TAX1BP1
hsa_circ_0042941	RAB11FIP4
hsa_circ_0003222	LARP4
hsa_circ_0011127	SESN2
hsa_circ_0086271	KIAA1432
hsa_circ_0008593	NEK7
hsa_circ_0028193	ANAPC7
hsa_circ_0040501	MLKL
hsa_circ_0065805	RBM5
hsa_circ_0019708	GBF1
hsa_circ_0055555	EIF2AK3
hsa_circ_0077713	KPNA5
hsa_circ_0038624	PALB2
hsa_circ_0076916	GUSBP4
hsa_circ_0034377	AQR
hsa_circ_0041933	SENP3-EIF4A1
hsa_circ_0068123	PEX5L
hsa_circ_0092245	USP9Y
hsa_circ_0045969	ENGASE
hsa_circ_0034009	None
hsa_circ_0057205	PRKRA
hsa_circ_0010135	ARHGEF19
hsa_circ_0054302	THADA
hsa_circ_0056773	PKP4
hsa_circ_0052123	ZNF761
hsa_circ_0046941	GNAL
hsa_circ_0043203	MRM1
hsa_circ_0084431	PRKDC
hsa_circ_0005680	SLC38A9
hsa_circ_0010946	LDLRAP1
hsa_circ_0011094	PPP1R8
hsa_circ_0068164	KLHL24
hsa_circ_0004048	BMS1P5
hsa_circ_0005503	ANKAR
hsa_circ_0087382	AGTPBP1
hsa_circ_0041989	CNTROB
hsa_circ_0054215	MAP4K3
hsa_circ_0032272	EIF2S1
hsa_circ_0069966	ANKRD17
hsa_circ_0043136	MMP28
hsa_circ_0009779	MTOR
hsa_circ_0016680	TMEM63A
hsa_circ_0021905	CKAP5
hsa_circ_0065959	PCBP4
hsa_circ_0025556	AEBP2
hsa_circ_0036415	SCAPER
hsa_circ_0035622	TPM1
hsa_circ_0000420	ZFC3H1
hsa_circ_0042662	SUPT6H
hsa_circ_0018303	None
hsa_circ_0051353	PLAUR
hsa_circ_0059585	XRN2
hsa_circ_0062411	PI4KAP2
hsa_circ_0032342	SLC39A9
hsa_circ_0032816	CEP128
hsa_circ_0050422	CEP89
hsa_circ_0019470	ABCC2
hsa_circ_0081031	CDK6
hsa_circ_0074457	TCERG1
hsa_circ_0002040	TCTN2
hsa_circ_0061078	LAMA5
hsa_circ_0002126	TCONS_l2_00007550
hsa_circ_0040244	COG4
hsa_circ_0018768	P4HA1
hsa_circ_0091468	STAG2
hsa_circ_0005341	NPM1
hsa_circ_0032185	MTHFD1
hsa_circ_0085423	SNTB1
hsa_circ_0051779	BCAT2
hsa_circ_0043601	KRT19
hsa_circ_0008445	DENND5B
hsa_circ_0016604	DNAH14
hsa_circ_0065541	IMPDH2
hsa_circ_0070349	WDFY3
hsa_circ_0086672	NOL6
hsa_circ_0015234	PRRC2C
hsa_circ_0075639	HIVEP1
hsa_circ_0057651	SF3B1
hsa_circ_0001473	NIPBL
hsa_circ_0018251	RET
hsa_circ_0056054	ANAPC1
hsa_circ_0079529	HDAC9
hsa_circ_0033615	MTA1
hsa_circ_0055406	ELMOD3
hsa_circ_0027267	MARS
hsa_circ_0080226	EGFR
hsa_circ_0013730	MAN1A2
hsa_circ_0090057	SMS
hsa_circ_0026780	NCKAP1L
hsa_circ_0010909	NIPAL3
hsa_circ_0060958	C20orf43
hsa_circ_0040876	PIEZO1
hsa_circ_0028004	C12orf75
hsa_circ_0013279	FRRS1
hsa_circ_0048537	EEF2
hsa_circ_0089389	VAV2
hsa_circ_0020493	MKI67
hsa_circ_0084815	WWP1
hsa_circ_0056140	TTL
hsa_circ_0003770	ARF3
hsa_circ_0084391	PRKDC
hsa_circ_0026184	RACGAP1
hsa_circ_0056222	STEAP3
hsa_circ_0036296	EDC3
hsa_circ_0021041	ILK
hsa_circ_0075826	LINC00340
hsa_circ_0087433	SPIN1
hsa_circ_0071595	FAT1
hsa_circ_0002245	CAP2
hsa_circ_0016138	PLEKHA6
hsa_circ_0052834	SDC1
hsa_circ_0047080	ESCO1
hsa_circ_0016660	ENAH
hsa_circ_0022307	DDB1
hsa_circ_0016887	TTC13
hsa_circ_0004977	SGPL1
hsa_circ_0002488	MAPKAPK5
hsa_circ_0024419	CEP164
hsa_circ_0032428	PCNX
hsa_circ_0070856	KIAA1109
hsa_circ_0012309	TSPAN1
hsa_circ_0080492	BAZ1B
hsa_circ_0024292	DLAT
hsa_circ_0049550	TNPO2
hsa_circ_0046413	C17orf62
hsa_circ_0074188	SNHG4
hsa_circ_0034776	EHD4
hsa_circ_0015558	DHX9
hsa_circ_0040322	VAC14
hsa_circ_0055226	CCT7
hsa_circ_0057888	PARD3B
hsa_circ_0028276	BRAP
hsa_circ_0047551	PSTPIP2
hsa_circ_0037688	TFAP4
hsa_circ_0058076	ATIC
hsa_circ_0043265	ACACA
hsa_circ_0022810	POLA2
hsa_circ_0034211	HERC2
hsa_circ_0010079	PLEKHM2
hsa_circ_0013136	TGFBR3
hsa_circ_0049850	AKAP8L
hsa_circ_0058824	COL6A3
hsa_circ_0005971	RFWD3
hsa_circ_0004461	ASB1
hsa_circ_0017842	FAM188A
hsa_circ_0040911	ACSF3
hsa_circ_0034173	ATP10A
hsa_circ_0009292	ATAD3A
hsa_circ_0089422	COL5A1
hsa_circ_0089082	GPR107
hsa_circ_0086012	None
hsa_circ_0031624	BAZ1A
hsa_circ_0049934	MYO9B
hsa_circ_0025516	ATF7IP
hsa_circ_0025685	ITPR2
hsa_circ_0040673	MBTPS1
hsa_circ_0032399	PCNX
hsa_circ_0028161	GIT2
hsa_circ_0081997	None
hsa_circ_0072185	NIPBL
hsa_circ_0048638	SEMA6B
hsa_circ_0088691	STXBP1
hsa_circ_0013425	CELSR2
hsa_circ_0009957	VPS13D
hsa_circ_0080507	WBSCR22
hsa_circ_0060591	SLC2A10
hsa_circ_0063615	SREBF2
hsa_circ_0047011	CEP192
hsa_circ_0053342	WDR43
hsa_circ_0081889	COG5
hsa_circ_0082239	TNPO3
hsa_circ_0058257	USP37
hsa_circ_0021142	DENND5A
hsa_circ_0058320	CYP27A1
hsa_circ_0006582	HSCB
hsa_circ_0026361	KRT7
hsa_circ_0083272	ARHGEF10
hsa_circ_0090200	ATP6AP2
hsa_circ_0066861	TMEM39A
hsa_circ_0045057	INTS2
hsa_circ_0087193	TMEM2
hsa_circ_0084702	ARFGEF1
hsa_circ_0032281	RDH11
hsa_circ_0072946	TNPO1
hsa_circ_0027809	CDK17
hsa_circ_0000343	CLNS1A
hsa_circ_0073823	CDC42SE2
hsa_circ_0088958	NUP188
hsa_circ_0062480	GGTLC2
hsa_circ_0070536	MANBA
hsa_circ_0008756	SDHAP1
hsa_circ_0053610	BIRC6
hsa_circ_0090259	USP9X
hsa_circ_0025978	SLC38A1
hsa_circ_0032894	TDP1
hsa_circ_0058186	SMARCAL1
hsa_circ_0019316	LCOR
hsa_circ_0025595	LDHB
hsa_circ_0045904	PGS1
hsa_circ_0036118	THSD4
hsa_circ_0049361	YIPF2
hsa_circ_0057433	COL5A2
hsa_circ_0016807	NUP133
hsa_circ_0062327	MED15
hsa_circ_0042135	ZSWIM7
hsa_circ_0014355	RPS27
hsa_circ_0011345	KPNA6
hsa_circ_0061405	TIAM1
hsa_circ_0045222	DDX42
hsa_circ_0023033	C11orf80
hsa_circ_0031432	COCH
hsa_circ_0009446	NPHP4
hsa_circ_0013185	RPL5
hsa_circ_0037761	GLYR1
hsa_circ_0053080	HADHB
hsa_circ_0041303	PRPF8
hsa_circ_0010685	HSPG2
hsa_circ_0000983	NCOA1
hsa_circ_0050413	CEP89
hsa_circ_0050679	WDR62
hsa_circ_0027047	RBMS2
hsa_circ_0062656	ADRBK2
hsa_circ_0047229	LAMA3
hsa_circ_0002081	PPP3CC
hsa_circ_0079985	POLR2J4
hsa_circ_0050255	ATP13A1
hsa_circ_0048284	REXO1
hsa_circ_0081670	LRWD1
hsa_circ_0074878	RARS
hsa_circ_0048901	C3
hsa_circ_0040852	RNF166
hsa_circ_0080142	TNS3
hsa_circ_0084043	ADAM9
hsa_circ_0078386	TIAM2
hsa_circ_0030088	KIAA0564
hsa_circ_0022977	BRMS1
hsa_circ_0023991	NAALAD2
hsa_circ_0028037	PWP1
hsa_circ_0039001	PPP4C
hsa_circ_0070526	NFKB1
hsa_circ_0000246	MCU
hsa_circ_0037433	PKD1
hsa_circ_0086802	UNC13B
hsa_circ_0037489	TRAF7
hsa_circ_0075752	KIF13A
hsa_circ_0073740	PHAX
hsa_circ_0033692	None
hsa_circ_0034664	INO80
hsa_circ_0081136	COL1A2
hsa_circ_0043222	ACACA
hsa_circ_0062816	MTMR3
hsa_circ_0037780	FAM86A
hsa_circ_0025740	PTHLH
hsa_circ_0091365	WDR44
hsa_circ_0025905	PPHLN1
hsa_circ_0018885	VCL
hsa_circ_0062915	EIF4ENIF1
hsa_circ_0060497	ADA
hsa_circ_0033098	ATG2B
hsa_circ_0022901	CFL1
hsa_circ_0076552	XPO5
hsa_circ_0048984	PNPLA6
hsa_circ_0000708	FAM65A
hsa_circ_0009464	NPHP4
hsa_circ_0071062	OTUD4
hsa_circ_0016702	ACBD3
hsa_circ_0061062	ADRM1
hsa_circ_0041399	SGSM2
hsa_circ_0001327	None
hsa_circ_0050503	GPI
hsa_circ_0009026	ANO10
hsa_circ_0049574	TNPO2
hsa_circ_0041507	ZZEF1
hsa_circ_0091572	MBNL3
hsa_circ_0003424	ZNF717
hsa_circ_0010861	ASAP3
hsa_circ_0069378	RBPJ
hsa_circ_0039485	NUP93
hsa_circ_0063416	TNRC6B
hsa_circ_0009640	H6PD
hsa_circ_0036048	PIAS1
hsa_circ_0001680	HDAC9
hsa_circ_0065829	SEMA3F
hsa_circ_0065961	ABHD14B
hsa_circ_0055589	MRPS5
hsa_circ_0047768	NARS
hsa_circ_0033765	ADAM6
hsa_circ_0087833	SLC44A1
hsa_circ_0074262	ANKHD1-EIF4EBP3
hsa_circ_0076193	SRSF3
hsa_circ_0025361	FOXJ2
hsa_circ_0070676	C4orf21
hsa_circ_0069932	ANKRD17
hsa_circ_0002628	ATP2A2
hsa_circ_0057969	IDH1
hsa_circ_0007344	NOL10
hsa_circ_0063784	TTC38
hsa_circ_0010543	HSPG2
hsa_circ_0061768	DSCAM
hsa_circ_0006284	TEAD1
hsa_circ_0066307	FLNB
hsa_circ_0084231	PRKDC
hsa_circ_0073471	LNPEP
hsa_circ_0085619	ADCY8
hsa_circ_0062884	LIMK2
hsa_circ_0036340	SIN3A
hsa_circ_0070686	C4orf21
hsa_circ_0013476	HBXIP
hsa_circ_0070106	FRAS1
hsa_circ_0056718	RIF1
hsa_circ_0092147	MPP1
hsa_circ_0016937	PCNXL2
hsa_circ_0079331	USP42
hsa_circ_0071612	FAT1
hsa_circ_0091055	RPS4X
hsa_circ_0029414	TMEM132D
hsa_circ_0032803	SNW1
hsa_circ_0012093	PTPRF
hsa_circ_0084236	PRKDC
hsa_circ_0006768	ZNF292
hsa_circ_0042818	SSH2
hsa_circ_0059155	TBC1D20
hsa_circ_0041998	CTC1
hsa_circ_0041324	PRPF8
hsa_circ_0053067	HADHB
hsa_circ_0049816	NOTCH3
hsa_circ_0039194	VPS35
hsa_circ_0019887	COL17A1
hsa_circ_0038523	CDR2
hsa_circ_0058779	USP40
hsa_circ_0080890	SEMA3C
hsa_circ_0037232	RHOT2
hsa_circ_0030094	KIAA0564
hsa_circ_0050558	UBA2
hsa_circ_0087171	SMC5
hsa_circ_0067906	PHC3
hsa_circ_0080877	MAGI2
hsa_circ_0028123	ACACB
hsa_circ_0063803	CELSR1
hsa_circ_0072351	PRKAA1
hsa_circ_0037621	TRAP1
hsa_circ_0089006	SH3GLB2
hsa_circ_0020396	DOCK1
hsa_circ_0071928	TRIO
hsa_circ_0001677	None
hsa_circ_0017240	SDCCAG8
hsa_circ_0061924	TRAPPC10
hsa_circ_0040888	CDT1
hsa_circ_0011288	SERINC2
hsa_circ_0046985	SEH1L
hsa_circ_0027241	R3HDM2
hsa_circ_0077189	DOPEY1
hsa_circ_0021963	MADD
hsa_circ_0058830	COL6A3
hsa_circ_0008398	ATAD3B
hsa_circ_0092183	PPP2R3B
hsa_circ_0052668	LPIN1
hsa_circ_0076803	TCONS_00011220
hsa_circ_0051100	SHKBP1
hsa_circ_0012098	KDM4A
hsa_circ_0019733	LOC100505761
hsa_circ_0067807	RSRC1
hsa_circ_0025632	LRMP
hsa_circ_0085094	VPS13B
hsa_circ_0062488	None
hsa_circ_0087445	SEMA4D
hsa_circ_0083430	SLC7A2
hsa_circ_0011481	PHC2
hsa_circ_0073591	APC
hsa_circ_0054750	USP34
hsa_circ_0046997	CEP192
hsa_circ_0009139	BRPF3
hsa_circ_0046335	FASN
hsa_circ_0047247	LAMA3
hsa_circ_0008695	PHF20
hsa_circ_0076078	ANKS1A
hsa_circ_0022999	BBS1
hsa_circ_0004274	CALU
hsa_circ_0026766	ITGA5
hsa_circ_0046226	HGS
hsa_circ_0051396	BCL3
hsa_circ_0066543	SHQ1
hsa_circ_0041586	PELP1
hsa_circ_0016541	DISP1
hsa_circ_0079562	FAM126A
hsa_circ_0078936	None
hsa_circ_0080027	NUDCD3
hsa_circ_0064430	SLC6A6
hsa_circ_0020016	SMC3
hsa_circ_0017376	DIP2C
hsa_circ_0047510	EPG5
hsa_circ_0083420	VPS37A
hsa_circ_0042459	USP22
hsa_circ_0082805	GSTK1
hsa_circ_0059915	AHCY
hsa_circ_0056339	ERCC3
hsa_circ_0009400	MEGF6
hsa_circ_0006076	PDIA4
hsa_circ_0084874	TMEM55A
hsa_circ_0024259	ZC3H12C
hsa_circ_0066856	IGSF11
hsa_circ_0059605	XRN2
hsa_circ_0029548	ANKLE2
hsa_circ_0079417	MIOS
hsa_circ_0069595	SLC30A9
hsa_circ_0003633	RYK
hsa_circ_0050882	EIF3K
hsa_circ_0090388	UBA1
hsa_circ_0041026	FANCA
hsa_circ_0085580	ASAP1
hsa_circ_0076993	EEF1A1
hsa_circ_0021171	IPO7
hsa_circ_0025931	NELL2
hsa_circ_0011013	ARID1A
hsa_circ_0030902	ANKRD10
hsa_circ_0067993	FNDC3B
hsa_circ_0013380	FNDC7
hsa_circ_0014546	ASH1L
hsa_circ_0006618	SEC31A
hsa_circ_0091732	NSDHL
hsa_circ_0081212	BRI3
hsa_circ_0060157	PHF20
hsa_circ_0039553	RSPRY1
hsa_circ_0074105	KDM3B
hsa_circ_0061576	ATP5O
hsa_circ_0081241	TRRAP
hsa_circ_0028962	ANAPC5
hsa_circ_0092338	NINL
hsa_circ_0017707	UPF2
hsa_circ_0031051	GAS6
hsa_circ_0083524	XPO7
hsa_circ_0003952	TARS2
hsa_circ_0001386	CTBP1
hsa_circ_0079943	C7orf10
hsa_circ_0054133	ATL2
hsa_circ_0022731	ATG2A
hsa_circ_0081426	AP4M1
hsa_circ_0049713	IL27RA
hsa_circ_0083016	MLL3
hsa_circ_0081291	TRRAP
hsa_circ_0025354	SLC2A3
hsa_circ_0070251	SEC31A
hsa_circ_0045726	UNC13D
hsa_circ_0027766	VEZT
hsa_circ_0089653	TPRN
hsa_circ_0037930	SNX29
hsa_circ_0051937	PRMT1
hsa_circ_0005991	APBB2
hsa_circ_0024334	REXO2
hsa_circ_0078711	THBS2
hsa_circ_0050386	ANKRD27
hsa_circ_0040029	CIRH1A
hsa_circ_0027953	NFYB
hsa_circ_0036148	MYO9A
hsa_circ_0010112	SPEN
hsa_circ_0032974	FBLN5
hsa_circ_0027579	TMEM19
hsa_circ_0072490	PPAP2A
hsa_circ_0031877	NIN
hsa_circ_0024022	MED17
hsa_circ_0021667	NAT10
hsa_circ_0063176	CSF2RB
hsa_circ_0084214	PRKDC
hsa_circ_0084109	POLB
hsa_circ_0080778	MDH2
hsa_circ_0051090	SERTAD1
hsa_circ_0003483	FUS
hsa_circ_0050326	TCONS_l2_00013371
hsa_circ_0067640	ATR
hsa_circ_0056952	FASTKD1
hsa_circ_0060850	ATP9A
hsa_circ_0075738	NUP153
hsa_circ_0044769	BZRAP1
hsa_circ_0071711	CLPTM1L
hsa_circ_0087571	HIATL1
hsa_circ_0034251	HERC2
hsa_circ_0085088	VPS13B
hsa_circ_0049528	MAN2B1
hsa_circ_0057092	PDK1
hsa_circ_0025987	SLC38A2
hsa_circ_0060625	NCOA3
hsa_circ_0091647	ATP11C
hsa_circ_0058617	SP100
hsa_circ_0049833	NOTCH3
hsa_circ_0049260	PDE4A
hsa_circ_0089996	PHKA2
hsa_circ_0085976	HEATR7A
hsa_circ_0064257	FANCD2
hsa_circ_0005164	KAT6B
hsa_circ_0059241	VPS16
hsa_circ_0005298	PI4K2B
hsa_circ_0071876	DNAH5
hsa_circ_0043683	LEPREL4
hsa_circ_0086487	SLC24A2
hsa_circ_0002882	AXL
hsa_circ_0070092	FRAS1
hsa_circ_0049314	ILF3
hsa_circ_0049013	LOC100507588
hsa_circ_0010582	HSPG2
hsa_circ_0048916	GPR108
hsa_circ_0033544	SIVA1
hsa_circ_0036285	ARID3B
hsa_circ_0016578	NVL
hsa_circ_0083038	MLL3
hsa_circ_0051276	GSK3A
hsa_circ_0022379	FADS1
hsa_circ_0057084	ITGA6
hsa_circ_0001181	BACH1
hsa_circ_0062621	SNRPD3
hsa_circ_0052290	ZNF304
hsa_circ_0048735	PTPRS
hsa_circ_0070791	LOC645513
hsa_circ_0022840	EHBP1L1
hsa_circ_0081635	SH2B2
hsa_circ_0068247	PARL
hsa_circ_0069292	SLIT2
hsa_circ_0088864	SPTAN1
hsa_circ_0086106	VPS28
hsa_circ_0034837	STARD9
hsa_circ_0038594	GGA2
hsa_circ_0091205	PCDH11X
hsa_circ_0066164	PRKCD
hsa_circ_0036647	AKAP13
hsa_circ_0009479	RNF207
hsa_circ_0063969	SBF1
hsa_circ_0011445	YARS
hsa_circ_0066332	FLNB
hsa_circ_0010446	HP1BP3
hsa_circ_0050167	CERS1
hsa_circ_0077360	MDN1
hsa_circ_0077238	SNX14
hsa_circ_0064380	CAND2
hsa_circ_0040440	PSMD7
hsa_circ_0076784	ELOVL5
hsa_circ_0005117	FOXN2
hsa_circ_0070409	PPM1K
hsa_circ_0069279	NCAPG
hsa_circ_0008829	SYNJ2
hsa_circ_0058867	ILKAP
hsa_circ_0066746	MYH15
hsa_circ_0089584	MAMDC4
hsa_circ_0059596	XRN2
hsa_circ_0022929	BANF1
hsa_circ_0021120	NRIP3
hsa_circ_0050349	PDCD5
hsa_circ_0079193	LFNG
hsa_circ_0006772	TNRC18
hsa_circ_0047320	TAF4B
hsa_circ_0080353	TCONS_l2_00026657
hsa_circ_0007274	None
hsa_circ_0075516	PRPF4B
hsa_circ_0020825	CARS
hsa_circ_0019194	MYOF
hsa_circ_0001194	BRWD1
hsa_circ_0041756	C17orf49
hsa_circ_0023301	MYEOV
hsa_circ_0028570	MED13L
hsa_circ_0085509	SQLE
hsa_circ_0025648	ITPR2
hsa_circ_0036976	CHD2
hsa_circ_0087554	FAM120A
hsa_circ_0031271	CDH24
hsa_circ_0012778	INADL
hsa_circ_0051061	ZNF780A
hsa_circ_0028099	ACACB
hsa_circ_0001695	HERPUD2
hsa_circ_0001611	KIAA1586
hsa_circ_0052270	U2AF2
hsa_circ_0010015	DHRS3
hsa_circ_0020877	NUP98
hsa_circ_0044082	GPATCH8
hsa_circ_0051260	GRIK5
hsa_circ_0041847	FGF11
hsa_circ_0073655	DMXL1
hsa_circ_0064120	SETD5
hsa_circ_0061959	PFKL
hsa_circ_0024719	HSPA8
hsa_circ_0021070	SYT9
hsa_circ_0068409	IGF2BP2
hsa_circ_0064260	FANCD2
hsa_circ_0003239	UBE2G1
hsa_circ_0071480	ODZ3
hsa_circ_0005358	GLI1
hsa_circ_0000451	BCL7A
hsa_circ_0069649	NFXL1
hsa_circ_0039408	MMP2
hsa_circ_0087023	RNF38
hsa_circ_0038223	RPS15A
hsa_circ_0026674	ATF7
hsa_circ_0088291	PSMD5
hsa_circ_0003943	CCZ1B
hsa_circ_0086165	RPL8
hsa_circ_0014377	UBAP2L
hsa_circ_0039836	FAM65A
hsa_circ_0002173	CREB1
hsa_circ_0016056	CYB5R1
hsa_circ_0047742	WDR7
hsa_circ_0002585	PRR14
hsa_circ_0015498	QSOX1
hsa_circ_0088530	SCAI
hsa_circ_0026232	LARP4
hsa_circ_0085480	WDYHV1
hsa_circ_0070862	KIAA1109
hsa_circ_0081356	CPSF4
hsa_circ_0005410	CLUAP1
hsa_circ_0017027	TARBP1
hsa_circ_0025572	PDE3A
hsa_circ_0065816	RBM5
hsa_circ_0048331	AP3D1
hsa_circ_0028207	C12orf24
hsa_circ_0070905	INTU
hsa_circ_0087046	ZCCHC7
hsa_circ_0036753	ZNF710
hsa_circ_0051655	ZC3H4
hsa_circ_0011422	ZBTB8A
hsa_circ_0073407	TTC37
hsa_circ_0065171	SETD2
hsa_circ_0029515	POLE
